Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Estimated_Monthly_Rent,Gross_Rental_Yield_%,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
2 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,2 BHK,2000000.0,1000.0,2000.0,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,2 BHK,2000000.0,3600.0,555.5555555555555,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,2000000.0,969.0,2063.983488132095,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,2000000.0,3600.0,555.5555555555555,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,2000000.0,1200.0,1666.6666666666667,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,2000000.0,969.0,2063.983488132095,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
4 BHK Apartment in Pitampura,Delhi,Pitampura,4 BHK,2000000.0,3600.0,555.5555555555555,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
4 BHK Apartment in Noida,Delhi,Noida,4 BHK,2000000.0,1200.0,1666.6666666666667,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
4 BHK Apartment in Gurgaon,Delhi,Gurgaon,4 BHK,2000000.0,2645.0,756.1436672967864,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
3 BHK Apartment in Pitampura,Delhi,Pitampura,3 BHK,2000000.0,3600.0,555.5555555555555,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,2000000.0,1200.0,1666.6666666666667,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,2000000.0,2645.0,756.1436672967864,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,2000000.0,2271.0,880.6693086745927,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
4 BHK Apartment in Dwarka,Delhi,Dwarka,4 BHK,2000000.0,2271.0,880.6693086745927,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,2000000.0,900.0,2222.222222222222,6000.0,3.6,72000.0,21600.0,50400.0,2.52,400000.0,1600000.0,13885.171733848543,166622.06080618253,-116222.06080618252,-29.055515201545635,-37.0
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,2 BHK,3000000.0,3600.0,833.3333333333334,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,3000000.0,969.0,3095.9752321981423,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,3000000.0,3600.0,833.3333333333334,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
2 BHK Apartment in Noida,Delhi,Noida,2 BHK,3000000.0,1200.0,2500.0,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,3000000.0,969.0,3095.9752321981423,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
4 BHK Apartment in Pitampura,Delhi,Pitampura,4 BHK,3000000.0,3600.0,833.3333333333334,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
4 BHK Apartment in Noida,Delhi,Noida,4 BHK,3000000.0,1200.0,2500.0,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
4 BHK Apartment in Gurgaon,Delhi,Gurgaon,4 BHK,3000000.0,2645.0,1134.2155009451797,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
3 BHK Apartment in Pitampura,Delhi,Pitampura,3 BHK,3000000.0,3600.0,833.3333333333334,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,3000000.0,1200.0,2500.0,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,3000000.0,2645.0,1134.2155009451797,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,3000000.0,2271.0,1321.003963011889,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
4 BHK Apartment in Dwarka,Delhi,Dwarka,4 BHK,3000000.0,2271.0,1321.003963011889,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,3000000.0,900.0,3333.333333333333,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,3000000.0,900.0,3333.333333333333,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,3000000.0,550.0,5454.545454545455,9000.0,3.6,108000.0,32400.0,75600.0,2.52,600000.0,2400000.0,20827.757600772817,249933.09120927376,-174333.0912092738,-29.055515201545628,-37.0
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,4000000.0,969.0,4127.96697626419,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
4 BHK Apartment in Pitampura,Delhi,Pitampura,4 BHK,4000000.0,3600.0,1111.111111111111,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
4 BHK Apartment in Noida,Delhi,Noida,4 BHK,4000000.0,1200.0,3333.333333333333,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
4 BHK Apartment in Gurgaon,Delhi,Gurgaon,4 BHK,4000000.0,2645.0,1512.2873345935727,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
3 BHK Apartment in Pitampura,Delhi,Pitampura,3 BHK,4000000.0,3600.0,1111.111111111111,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,4000000.0,1200.0,3333.333333333333,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,4000000.0,2645.0,1512.2873345935727,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,4000000.0,2271.0,1761.3386173491854,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
4 BHK Apartment in Dwarka,Delhi,Dwarka,4 BHK,4000000.0,2271.0,1761.3386173491854,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,4000000.0,900.0,4444.444444444444,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,4000000.0,900.0,4444.444444444444,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,4000000.0,550.0,7272.727272727273,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,4000000.0,550.0,7272.727272727273,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,4000000.0,1000.0,4000.0,12000.0,3.6,144000.0,43200.0,100800.0,2.52,800000.0,3200000.0,27770.34346769709,333244.12161236507,-232444.12161236507,-29.055515201545635,-37.0
3 BHK Apartment in Pitampura,Delhi,Pitampura,3 BHK,5000000.0,3600.0,1388.888888888889,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Noida,Delhi,Noida,3 BHK,5000000.0,1200.0,4166.666666666667,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,5000000.0,2645.0,1890.359168241966,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,5000000.0,2271.0,2201.6732716864817,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Noida,Delhi,Noida,4 BHK,5000000.0,1200.0,4166.666666666667,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Gurgaon,Delhi,Gurgaon,4 BHK,5000000.0,2645.0,1890.359168241966,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Dwarka,Delhi,Dwarka,4 BHK,5000000.0,2271.0,2201.6732716864817,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,5000000.0,900.0,5555.555555555556,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,5000000.0,900.0,5555.555555555556,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,5000000.0,550.0,9090.90909090909,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,5000000.0,550.0,9090.90909090909,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,5000000.0,1000.0,5000.0,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,5000000.0,1000.0,5000.0,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,5000000.0,3600.0,1388.888888888889,15000.0,3.6,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Noida,Delhi,Noida,4 BHK,6000000.0,1200.0,5000.0,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Gurgaon,Delhi,Gurgaon,4 BHK,6000000.0,2645.0,2268.43100189036,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Dwarka,Delhi,Dwarka,4 BHK,6000000.0,2271.0,2642.007926023778,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,6000000.0,900.0,6666.666666666667,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,6000000.0,2645.0,2268.43100189036,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,6000000.0,2271.0,2642.007926023778,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,6000000.0,900.0,6666.666666666667,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,6000000.0,550.0,10909.09090909091,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,6000000.0,550.0,10909.09090909091,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,6000000.0,1000.0,6000.0,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,6000000.0,1000.0,6000.0,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,6000000.0,3600.0,1666.6666666666667,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,3 BHK,6000000.0,969.0,6191.950464396285,18000.0,3.6,216000.0,64800.0,151200.0,2.52,1200000.0,4800000.0,41655.51520154563,499866.1824185476,-348666.1824185476,-29.055515201545628,-37.0
3 BHK Apartment in Gurgaon,Delhi,Gurgaon,3 BHK,7000000.0,2645.0,2646.502835538752,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,3 BHK,7000000.0,2271.0,3082.3425803610744,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,7000000.0,900.0,7777.777777777777,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,7000000.0,550.0,12727.272727272728,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Dwarka,Delhi,Dwarka,4 BHK,7000000.0,2271.0,3082.3425803610744,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,7000000.0,900.0,7777.777777777777,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,7000000.0,550.0,12727.272727272728,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,7000000.0,1000.0,7000.0,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,7000000.0,1000.0,7000.0,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,7000000.0,3600.0,1944.4444444444443,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,3 BHK,7000000.0,969.0,7223.942208462332,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,7000000.0,3600.0,1944.4444444444443,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,7000000.0,969.0,7223.942208462332,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,7000000.0,3600.0,1944.4444444444443,21000.0,3.6,252000.0,75600.0,176400.0,2.52,1400000.0,5600000.0,48598.10106846991,583177.2128216389,-406777.2128216389,-29.055515201545635,-37.0
4 BHK Apartment in Dwarka,Delhi,Dwarka,4 BHK,8000000.0,2271.0,3522.6772346983707,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,4 BHK,8000000.0,900.0,8888.888888888889,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Saket,Delhi,Saket,4 BHK,8000000.0,550.0,14545.454545454546,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,4 BHK,8000000.0,1000.0,8000.0,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,8000000.0,900.0,8888.888888888889,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,8000000.0,550.0,14545.454545454546,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,8000000.0,1000.0,8000.0,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3 BHK,8000000.0,3600.0,2222.222222222222,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,3 BHK,8000000.0,969.0,8255.93395252838,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,4 BHK,8000000.0,3600.0,2222.222222222222,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,4 BHK,8000000.0,969.0,8255.93395252838,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,4 BHK,8000000.0,3600.0,2222.222222222222,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,2 BHK,8000000.0,3600.0,2222.222222222222,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,2 BHK,8000000.0,969.0,8255.93395252838,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,2 BHK,8000000.0,3600.0,2222.222222222222,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
2 BHK Apartment in Pitampura,Delhi,Pitampura,2 BHK,8000000.0,1200.0,6666.666666666667,24000.0,3.6,288000.0,86400.0,201600.0,2.52,1600000.0,6400000.0,55540.68693539418,666488.2432247301,-464888.2432247301,-29.055515201545635,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3 BHK,9000000.0,900.0,10000.0,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3 BHK,9000000.0,550.0,16363.636363636364,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3 BHK,9000000.0,1000.0,9000.0,27000.0,3.6,324000.0,97200.0,226800.0,2.52,1800000.0,7200000.0,62483.27280231845,749799.2736278215,-522999.2736278215,-29.05551520154564,-37.0
