Title,City,Location,Price_INR,Area_sqft,Bedrooms,Estimated_Monthly_Rent,Annual_Rent,Annual_Expenses,NOI,Cap_Rate_%,Down_Payment,Loan_Amount,Monthly_EMI,Annual_EMI,Annual_Cash_Flow,Cash_on_Cash_%,ROI_5_Year_%
2 BHK Apartment in Saket,Delhi,Saket,3900000.0,75000 sqft,2 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,3900000.0,75000 sqft,3 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,3900000.0,75000 sqft,3 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
3 BHK Apartment in Saket,Delhi,Saket,3900000.0,75000 sqft,3 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3900000.0,75000 sqft,3 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,3900000.0,75000 sqft,4 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
4 BHK Apartment in Saket,Delhi,Saket,3900000.0,75000 sqft,4 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,3900000.0,75000 sqft,4 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,3900000.0,75000 sqft,4 BHK,11700.0,140400.0,42120.0,98280.0,2.52,780000.0,3120000.0,27076.08488100466,324913.0185720559,-226633.0185720559,-29.055515201545628,-37.0
1 BHK Apartment in Noida,Delhi,Noida,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
1 BHK Apartment in Gurgaon,Delhi,Gurgaon,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
1 BHK Apartment in Dwarka,Delhi,Dwarka,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
1 BHK Apartment in Rohini,Delhi,Rohini,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,1565000000.0,75000 sqft,2 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
2 BHK Apartment in Dwarka,Delhi,Dwarka,1565000000.0,75000 sqft,2 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
2 BHK Apartment in Rohini,Delhi,Rohini,1565000000.0,75000 sqft,2 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
2 BHK Apartment in Saket,Delhi,Saket,1565000000.0,75000 sqft,2 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,1565000000.0,75000 sqft,3 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,1565000000.0,75000 sqft,3 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
3 BHK Apartment in Saket,Delhi,Saket,1565000000.0,75000 sqft,3 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1565000000.0,75000 sqft,3 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,1565000000.0,75000 sqft,4 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
4 BHK Apartment in Saket,Delhi,Saket,1565000000.0,75000 sqft,4 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1565000000.0,75000 sqft,4 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1565000000.0,75000 sqft,4 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
1 BHK Apartment in Saket,Delhi,Saket,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
1 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1565000000.0,75000 sqft,1 BHK,4695000.0,56340000.0,16902000.0,39438000.0,2.52,313000000.0,1252000000.0,10865146.881736485,130381762.58083782,-90943762.58083782,-29.055515201545628,-37.0
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Dwarka,Delhi,Dwarka,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Rohini,Delhi,Rohini,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Saket,Delhi,Saket,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,5000000.0,75000 sqft,3 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,5000000.0,75000 sqft,3 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Saket,Delhi,Saket,5000000.0,75000 sqft,3 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,5000000.0,75000 sqft,3 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,5000000.0,75000 sqft,4 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Saket,Delhi,Saket,5000000.0,75000 sqft,4 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,5000000.0,75000 sqft,4 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,5000000.0,75000 sqft,4 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
1 BHK Apartment in Saket,Delhi,Saket,5000000.0,75000 sqft,1 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
1 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,5000000.0,75000 sqft,1 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,5000000.0,75000 sqft,1 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,5000000.0,75000 sqft,1 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,5000000.0,75000 sqft,2 BHK,15000.0,180000.0,54000.0,126000.0,2.52,1000000.0,4000000.0,34712.92933462137,416555.1520154564,-290555.1520154564,-29.05551520154564,-37.0
3 BHK Apartment in Dwarka,Delhi,Dwarka,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
3 BHK Apartment in Rohini,Delhi,Rohini,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
3 BHK Apartment in Saket,Delhi,Saket,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
3 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,1545000000.0,75000 sqft,4 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
4 BHK Apartment in Saket,Delhi,Saket,1545000000.0,75000 sqft,4 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1545000000.0,75000 sqft,4 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1545000000.0,75000 sqft,4 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
1 BHK Apartment in Saket,Delhi,Saket,1545000000.0,75000 sqft,1 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
1 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1545000000.0,75000 sqft,1 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1545000000.0,75000 sqft,1 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1545000000.0,75000 sqft,1 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
2 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1545000000.0,75000 sqft,2 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
2 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1545000000.0,75000 sqft,2 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,1545000000.0,75000 sqft,2 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1545000000.0,75000 sqft,2 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
3 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
3 BHK Apartment in Pitampura,Delhi,Pitampura,1545000000.0,75000 sqft,3 BHK,4635000.0,55620000.0,16686000.0,38934000.0,2.52,309000000.0,1236000000.0,10726295.164398,128715541.972776,-89781541.972776,-29.055515201545628,-37.0
4 BHK Apartment in Rohini,Delhi,Rohini,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
4 BHK Apartment in Saket,Delhi,Saket,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
4 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
4 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
1 BHK Apartment in Saket,Delhi,Saket,7500000.0,75000 sqft,1 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
1 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,7500000.0,75000 sqft,1 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,7500000.0,75000 sqft,1 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,7500000.0,75000 sqft,1 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
2 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,7500000.0,75000 sqft,2 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
2 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,7500000.0,75000 sqft,2 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,7500000.0,75000 sqft,2 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,7500000.0,75000 sqft,2 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,7500000.0,75000 sqft,3 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,7500000.0,75000 sqft,3 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
3 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,7500000.0,75000 sqft,3 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
3 BHK Apartment in Pitampura,Delhi,Pitampura,7500000.0,75000 sqft,3 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
4 BHK Apartment in Pitampura,Delhi,Pitampura,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
4 BHK Apartment in Noida,Delhi,Noida,7500000.0,75000 sqft,4 BHK,22500.0,270000.0,81000.0,189000.0,2.52,1500000.0,6000000.0,52069.394001932036,624832.7280231845,-435832.72802318446,-29.055515201545628,-37.0
1 BHK Apartment in Saket,Delhi,Saket,1560000000.0,75000 sqft,1 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
1 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1560000000.0,75000 sqft,1 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
1 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1560000000.0,75000 sqft,1 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
1 BHK Apartment in Janakpuri,Delhi,Janakpuri,1560000000.0,75000 sqft,1 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,1560000000.0,75000 sqft,2 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1560000000.0,75000 sqft,2 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Janakpuri,Delhi,Janakpuri,1560000000.0,75000 sqft,2 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1560000000.0,75000 sqft,2 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
3 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,1560000000.0,75000 sqft,3 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
3 BHK Apartment in Janakpuri,Delhi,Janakpuri,1560000000.0,75000 sqft,3 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
3 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1560000000.0,75000 sqft,3 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
3 BHK Apartment in Pitampura,Delhi,Pitampura,1560000000.0,75000 sqft,3 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
4 BHK Apartment in Janakpuri,Delhi,Janakpuri,1560000000.0,75000 sqft,4 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
4 BHK Apartment in Lajpat Nagar,Delhi,Lajpat Nagar,1560000000.0,75000 sqft,4 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
4 BHK Apartment in Pitampura,Delhi,Pitampura,1560000000.0,75000 sqft,4 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
4 BHK Apartment in Noida,Delhi,Noida,1560000000.0,75000 sqft,4 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Pitampura,Delhi,Pitampura,1560000000.0,75000 sqft,2 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Noida,Delhi,Noida,1560000000.0,75000 sqft,2 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Gurgaon,Delhi,Gurgaon,1560000000.0,75000 sqft,2 BHK,4680000.0,56160000.0,16848000.0,39312000.0,2.52,312000000.0,1248000000.0,10830433.952401863,129965207.42882237,-90653207.42882237,-29.055515201545628,-37.0
2 BHK Apartment in Vasant Kunj,Delhi,Vasant Kunj,5200000.0,75000 sqft,2 BHK,15600.0,187200.0,56160.0,131040.0,2.52,1040000.0,4160000.0,36101.446508006215,433217.35809607455,-302177.35809607455,-29.055515201545628,-37.0
2 BHK Apartment in Karol Bagh,Delhi,Karol Bagh,5200000.0,75000 sqft,2 BHK,15600.0,187200.0,56160.0,131040.0,2.52,1040000.0,4160000.0,36101.446508006215,433217.35809607455,-302177.35809607455,-29.055515201545628,-37.0
