City,Title,Location,Bedrooms,Price (Lakhs),Area (sqft),Price per sqft,Rent (INR/month),Property Type,Posted By,Furnishing,Possession
Bangalore,5 BHK Apartment in BTM Layout,BTM Layout,5 BHK,383.35,1518,25253.62,91396,Apartment,Dealer,Semi-Furnished,Under Construction
Bangalore,3 BHK Apartment in Bommanahalli,Bommanahalli,3 BHK,384.09,1277,30077.53,66593,Apartment,Builder,Fully Furnished,Under Construction
Bangalore,5 BHK Apartment in Sarjapur Road,Sarjapur Road,5 BHK,387.16,1580,24503.8,84968,Apartment,Owner,Unfurnished,Under Construction
Bangalore,5 BHK Apartment in Hoodi,Hoodi,5 BHK,393.44,1508,26090.19,77368,Apartment,Builder,Semi-Furnished,Under Construction
Bangalore,5 BHK Apartment in Malleshwaram,Malleshwaram,5 BHK,394.2,1516,26002.64,81849,Apartment,Builder,Unfurnished,Under Construction
Bangalore,3 BHK Apartment in Marathahalli,Marathahalli,3 BHK,406.37,1193,34062.87,98265,Apartment,Owner,Semi-Furnished,Ready to Move
Bangalore,5 BHK Apartment in Bellandur,Bellandur,5 BHK,408.59,1489,27440.56,78223,Apartment,Owner,Unfurnished,Ready to Move
Bangalore,5 BHK Apartment in Banashankari,Banashankari,5 BHK,413.73,1460,28337.67,80603,Apartment,Builder,Fully Furnished,Ready to Move
Bangalore,5 BHK Apartment in Yelahanka,Yelahanka,5 BHK,419.53,1497,28024.72,79321,Apartment,Dealer,Fully Furnished,Under Construction
Bangalore,3 BHK Apartment in Koramangala,Koramangala,3 BHK,424.92,1113,38177.9,94726,Apartment,Builder,Fully Furnished,Ready to Move
Bangalore,3 BHK Apartment in Bellandur,Bellandur,3 BHK,435.9,1089,40027.55,96805,Apartment,Dealer,Unfurnished,Ready to Move
Bangalore,5 BHK Apartment in Kasavanahalli,Kasavanahalli,5 BHK,437.61,1438,30431.85,82034,Apartment,Dealer,Semi-Furnished,Ready to Move
Bangalore,3 BHK Apartment in Indiranagar,Indiranagar,3 BHK,441.87,1135,38931.28,98000,Apartment,Dealer,Semi-Furnished,Under Construction
Bangalore,3 BHK Apartment in Banashankari,Banashankari,3 BHK,456.56,1162,39290.88,84589,Apartment,Dealer,Unfurnished,Under Construction
Bangalore,1 BHK Apartment in Banashankari,Banashankari,1 BHK,464.31,649,71542.37,101282,Apartment,Owner,Unfurnished,Ready to Move
Bangalore,3 BHK Apartment in HSR Layout,HSR Layout,3 BHK,466.33,1131,41231.65,102829,Apartment,Owner,Fully Furnished,Ready to Move
Bangalore,1 BHK Apartment in Indiranagar,Indiranagar,1 BHK,468.42,669,70017.94,107963,Apartment,Builder,Unfurnished,Under Construction
Bangalore,3 BHK Apartment in Jayanagar,Jayanagar,3 BHK,471.9,1164,40541.24,102662,Apartment,Owner,Semi-Furnished,Under Construction
Bangalore,4 BHK Apartment in Banashankari,Banashankari,4 BHK,477.86,1555,30730.55,106470,Apartment,Builder,Unfurnished,Under Construction
Bangalore,3 BHK Apartment in JP Nagar,JP Nagar,3 BHK,477.99,1103,43335.45,84616,Apartment,Owner,Unfurnished,Ready to Move
Bangalore,3 BHK Apartment in Electronic City,Electronic City,3 BHK,478.83,1185,40407.59,102904,Apartment,Builder,Unfurnished,Under Construction
Bangalore,4 BHK Apartment in Bellandur,Bellandur,4 BHK,482.63,1561,30918,109877,Apartment,Dealer,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in JP Nagar,JP Nagar,1 BHK,483.76,679,71245.95,106787,Apartment,Builder,Semi-Furnished,Ready to Move
Bangalore,4 BHK Apartment in Marathahalli,Marathahalli,4 BHK,485.43,1552,31277.71,109826,Apartment,Dealer,Fully Furnished,Ready to Move
Bangalore,3 BHK Apartment in Hebbal,Hebbal,3 BHK,493.89,1144,43172.2,94179,Apartment,Dealer,Unfurnished,Under Construction
Bangalore,1 BHK Apartment in Jayanagar,Jayanagar,1 BHK,497.27,704,70634.94,95880,Apartment,Dealer,Fully Furnished,Ready to Move
Bangalore,1 BHK Apartment in Koramangala,Koramangala,1 BHK,497.59,662,75164.65,109279,Apartment,Builder,Fully Furnished,Under Construction
Bangalore,4 BHK Apartment in JP Nagar,JP Nagar,4 BHK,498.12,1482,33611.34,98875,Apartment,Dealer,Fully Furnished,Ready to Move
Bangalore,1 BHK Apartment in Marathahalli,Marathahalli,1 BHK,505.96,663,76313.73,107158,Apartment,Builder,Fully Furnished,Under Construction
Bangalore,4 BHK Apartment in Malleshwaram,Malleshwaram,4 BHK,508.72,1424,35724.72,112821,Apartment,Dealer,Fully Furnished,Under Construction
Bangalore,1 BHK Apartment in Electronic City,Electronic City,1 BHK,517.35,656,78864.33,99858,Apartment,Builder,Semi-Furnished,Ready to Move
Bangalore,1 BHK Apartment in Hebbal,Hebbal,1 BHK,518.23,688,75324.13,111451,Apartment,Builder,Unfurnished,Under Construction
Bangalore,1 BHK Apartment in Bellandur,Bellandur,1 BHK,518.98,647,80213.29,112338,Apartment,Owner,Semi-Furnished,Under Construction
Bangalore,1 BHK Apartment in HSR Layout,HSR Layout,1 BHK,519.93,677,76799.11,100443,Apartment,Owner,Semi-Furnished,Ready to Move
Bangalore,4 BHK Apartment in Hennur,Hennur,4 BHK,521.37,1482,35180.16,99858,Apartment,Builder,Unfurnished,Under Construction
Bangalore,4 BHK Apartment in Jayanagar,Jayanagar,4 BHK,537.37,1477,36382.53,115337,Apartment,Owner,Fully Furnished,Ready to Move
Bangalore,4 BHK Apartment in BTM Layout,BTM Layout,4 BHK,548.19,1559,35162.92,111203,Apartment,Builder,Unfurnished,Under Construction
Bangalore,4 BHK Apartment in Yelahanka,Yelahanka,4 BHK,567.01,1495,37927.09,108154,Apartment,Dealer,Fully Furnished,Ready to Move
Bangalore,4 BHK Apartment in Sarjapur Road,Sarjapur Road,4 BHK,571.6,1536,37213.54,105179,Apartment,Builder,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in Hebbal,Hebbal,1 BHK,901.74,1471,61301.16,188968,Apartment,Dealer,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in Indiranagar,Indiranagar,1 BHK,914.3,1390,65776.98,219516,Apartment,Dealer,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in Jayanagar,Jayanagar,1 BHK,914.43,1334,68547.98,208151,Apartment,Dealer,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in JP Nagar,JP Nagar,1 BHK,943.34,1453,64923.61,208601,Apartment,Owner,Semi-Furnished,Ready to Move
Bangalore,1 BHK Apartment in Bommanahalli,Bommanahalli,1 BHK,945.03,1450,65174.48,206457,Apartment,Dealer,Fully Furnished,Under Construction
Bangalore,1 BHK Apartment in Whitefield,Whitefield,1 BHK,977.28,1453,67259.46,225370,Apartment,Builder,Semi-Furnished,Ready to Move
Bangalore,1 BHK Apartment in Electronic City,Electronic City,1 BHK,993.34,1461,67990.42,207968,Apartment,Builder,Fully Furnished,Ready to Move
Bangalore,1 BHK Apartment in Koramangala,Koramangala,1 BHK,1002.89,1439,69693.54,210572,Apartment,Dealer,Fully Furnished,Ready to Move
Bangalore,1 BHK Apartment in Marathahalli,Marathahalli,1 BHK,1003.04,1200,83586.67,227746,Apartment,Owner,Fully Furnished,Ready to Move
Bangalore,1 BHK Apartment in Hennur,Hennur,1 BHK,1008.52,1217,82869.35,225104,Apartment,Owner,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in Yelahanka,Yelahanka,1 BHK,1010.03,1206,83750.41,244037,Apartment,Owner,Semi-Furnished,Under Construction
Bangalore,1 BHK Apartment in Banashankari,Banashankari,1 BHK,1014.91,1184,85718.75,209048,Apartment,Dealer,Semi-Furnished,Ready to Move
Bangalore,1 BHK Apartment in BTM Layout,BTM Layout,1 BHK,1065.54,1131,94212.2,221893,Apartment,Owner,Fully Furnished,Ready to Move
Bangalore,1 BHK Apartment in Banashankari,Banashankari,1 BHK,1068.46,1425,74979.65,208935,Apartment,Owner,Semi-Furnished,Under Construction
Bangalore,1 BHK Apartment in HSR Layout,HSR Layout,1 BHK,1071.04,1454,73661.62,218864,Apartment,Builder,Semi-Furnished,Under Construction
Bangalore,1 BHK Apartment in Kasavanahalli,Kasavanahalli,1 BHK,1109.25,1184,93686.66,221928,Apartment,Dealer,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in Malleshwaram,Malleshwaram,1 BHK,1165.19,1186,98245.36,250827,Apartment,Dealer,Semi-Furnished,Ready to Move
Bangalore,1 BHK Apartment in Hoodi,Hoodi,1 BHK,1174.19,1210,97040.5,212695,Apartment,Builder,Unfurnished,Ready to Move
Bangalore,1 BHK Apartment in Sarjapur Road,Sarjapur Road,1 BHK,1177.38,1214,96983.53,219693,Apartment,Dealer,Semi-Furnished,Ready to Move
Bangalore,1 BHK Apartment in Bellandur,Bellandur,1 BHK,1205.42,1201,100368.03,226646,Apartment,Builder,Unfurnished,Ready to Move
Bangalore,4 BHK Apartment in Bellandur,Bellandur,4 BHK,1823.94,1533,118978.47,402838,Apartment,Owner,Semi-Furnished,Ready to Move
Bangalore,4 BHK Apartment in Malleshwaram,Malleshwaram,4 BHK,1829.32,1492,122608.58,428957,Apartment,Dealer,Fully Furnished,Under Construction
Bangalore,4 BHK Apartment in Sarjapur Road,Sarjapur Road,4 BHK,1844.54,1433,128718.77,442823,Apartment,Dealer,Fully Furnished,Ready to Move
Bangalore,4 BHK Apartment in Hoodi,Hoodi,4 BHK,1891.18,1438,131514.6,443249,Apartment,Builder,Semi-Furnished,Under Construction
Bangalore,4 BHK Apartment in Bommanahalli,Bommanahalli,4 BHK,1936.92,1528,126761.78,415318,Apartment,Owner,Semi-Furnished,Ready to Move
Bangalore,4 BHK Apartment in Kasavanahalli,Kasavanahalli,4 BHK,1963.33,1494,131414.32,415522,Apartment,Dealer,Semi-Furnished,Ready to Move
Bangalore,4 BHK Apartment in Ramamurthy Nagar,Ramamurthy Nagar,4 BHK,1990.99,1449,137404.42,434701,Apartment,Owner,Semi-Furnished,Ready to Move
Bangalore,4 BHK Apartment in BTM Layout,BTM Layout,4 BHK,2031.45,1558,130388.32,401118,Apartment,Builder,Unfurnished,Ready to Move
Bangalore,4 BHK Apartment in Hennur,Hennur,4 BHK,2055.55,1499,137128.09,449833,Apartment,Dealer,Semi-Furnished,Under Construction
Bangalore,4 BHK Apartment in Yelahanka,Yelahanka,4 BHK,2140.4,1508,141936.34,402279,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Hadapsar,Hadapsar,2 BHK,4.61,665,693.23,1060,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,4.61,649,710.32,1065,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,4.71,673,699.85,1072,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,4.76,665,715.79,999,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,4.9,642,763.24,985,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Viman Nagar,Viman Nagar,2 BHK,5.08,679,748.16,1064,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Baner,Baner,2 BHK,5.12,623,821.83,1101,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,5.12,639,801.25,1058,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,5.35,673,794.95,995,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,5.45,631,863.71,1112,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,9.01,1291,697.91,1909,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,9.64,1334,722.64,2074,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,9.76,1331,733.28,2101,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Baner,Baner,2 BHK,10.33,1407,734.19,1912,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,10.38,1295,801.54,1944,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,10.55,1338,788.49,1993,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Hadapsar,Hadapsar,2 BHK,10.59,1306,810.87,1958,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,10.78,1352,797.34,1875,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,10.86,1300,835.38,2021,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,10.95,1332,822.07,1936,Apartment,Dealer,Unfurnished,Under Construction
Pune,3 BHK Apartment in Kharadi,Kharadi,3 BHK,13.56,1207,1123.45,2862,Apartment,Owner,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,13.81,1168,1182.36,3420,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,13.99,1215,1151.44,2971,Apartment,Dealer,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,14.08,1250,1126.4,3325,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,14.34,1254,1143.54,2910,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,14.35,1249,1148.92,2948,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,14.35,1153,1244.58,3323,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,14.42,1193,1208.72,3368,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Koregaon Park,Koregaon Park,3 BHK,15.78,1247,1265.44,3281,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Pimpri,Pimpri,3 BHK,16.27,1157,1406.22,3108,Apartment,Builder,Semi-Furnished,Under Construction
Pune,5 BHK Apartment in Magarpatta,Magarpatta,5 BHK,18.83,1629,1155.92,4241,Apartment,Owner,Unfurnished,Under Construction
Pune,5 BHK Apartment in Pashan,Pashan,5 BHK,19.44,1728,1125,4292,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,5 BHK Apartment in Nigdi,Nigdi,5 BHK,19.83,1721,1152.24,4051,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Bavdhan,Bavdhan,4 BHK,19.83,1363,1454.88,4125,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,5 BHK Apartment in Sus,Sus,5 BHK,19.85,1707,1162.86,4222,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,5 BHK Apartment in Shivajinagar,Shivajinagar,5 BHK,19.86,1616,1228.96,3997,Apartment,Builder,Semi-Furnished,Under Construction
Pune,5 BHK Apartment in Bavdhan,Bavdhan,5 BHK,19.87,1696,1171.58,3859,Apartment,Dealer,Unfurnished,Under Construction
Pune,5 BHK Apartment in Warje,Warje,5 BHK,19.99,1750,1142.29,3859,Apartment,Owner,Fully Furnished,Under Construction
Pune,5 BHK Apartment in Pimple Saudagar,Pimple Saudagar,5 BHK,20.03,1608,1245.65,4349,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Magarpatta,Magarpatta,4 BHK,20.31,1413,1437.37,4300,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Aundh,Aundh,4 BHK,20.75,1397,1485.33,4475,Apartment,Owner,Unfurnished,Under Construction
Pune,5 BHK Apartment in Aundh,Aundh,5 BHK,20.9,1727,1210.19,3898,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Sus,Sus,4 BHK,20.92,1381,1514.84,4843,Apartment,Owner,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Pimple Saudagar,Pimple Saudagar,4 BHK,20.96,1385,1513.36,4113,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Warje,Warje,4 BHK,21.02,1324,1587.61,4425,Apartment,Builder,Fully Furnished,Ready to Move
Pune,5 BHK Apartment in Dhanori,Dhanori,5 BHK,21.48,1679,1279.33,4100,Apartment,Builder,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,21.69,1431,1515.72,4901,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,22.92,1414,1620.93,4527,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Shivajinagar,Shivajinagar,4 BHK,23.3,1372,1698.25,4613,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Wagholi,Wagholi,4 BHK,23.48,1341,1750.93,4785,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Hinjewadi,Hinjewadi,4 BHK,27.51,821,3350.79,6548,Apartment,Dealer,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Bavdhan,Bavdhan,4 BHK,29.08,824,3529.13,6509,Apartment,Owner,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Wagholi,Wagholi,4 BHK,29.16,873,3340.21,5971,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Baner,Baner,4 BHK,30.18,835,3614.37,6357,Apartment,Owner,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,31.56,1256,2512.74,7680,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Sus,Sus,4 BHK,31.82,849,3747.94,6501,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,32,839,3814.06,6675,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Pimpri,Pimpri,1 BHK,32.06,1172,2735.49,7839,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Viman Nagar,Viman Nagar,4 BHK,32.08,822,3902.68,6549,Apartment,Builder,Unfurnished,Under Construction
Pune,1 BHK Apartment in Baner,Baner,1 BHK,32.15,1175,2736.17,7339,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,32.3,815,3963.19,6422,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Kothrud,Kothrud,4 BHK,32.51,820,3964.63,6438,Apartment,Owner,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Warje,Warje,1 BHK,32.56,1179,2761.66,7181,Apartment,Owner,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Wagholi,Wagholi,4 BHK,32.58,589,5531.41,7246,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Warje,Warje,4 BHK,32.68,865,3778.03,6595,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Kharadi,Kharadi,4 BHK,33.2,576,5763.89,7751,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Hinjewadi,Hinjewadi,4 BHK,33.96,570,5957.89,7178,Apartment,Dealer,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,34.06,1237,2753.44,7488,Apartment,Dealer,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,34.17,1156,2955.88,7024,Apartment,Dealer,Unfurnished,Under Construction
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,34.48,1222,2821.6,7746,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Wakad,Wakad,4 BHK,34.9,568,6144.37,7180,Apartment,Dealer,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Pimpri,Pimpri,4 BHK,35.27,575,6133.91,7603,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Kothrud,Kothrud,4 BHK,35.48,543,6534.07,7485,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,35.54,1227,2896.5,7959,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,35.93,589,6100.17,7906,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,36.02,1994,1806.42,8448,Apartment,Owner,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,36.57,2060,1775.24,7662,Apartment,Owner,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Koregaon Park,Koregaon Park,1 BHK,37.03,1186,3122.26,7406,Apartment,Owner,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,37.5,1206,3109.45,7855,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Baner,Baner,4 BHK,37.57,2061,1822.9,8177,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Baner,Baner,4 BHK,37.88,559,6776.39,8164,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,37.89,573,6612.57,7304,Apartment,Owner,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,38.26,1991,1921.65,8066,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Kharadi,Kharadi,4 BHK,39.01,2011,1939.83,8940,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Wakad,Wakad,4 BHK,39.13,1914,2044.41,7622,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Viman Nagar,Viman Nagar,4 BHK,39.55,544,7270.22,7501,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Pimpri,Pimpri,4 BHK,39.71,2034,1952.31,8835,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Viman Nagar,Viman Nagar,4 BHK,40.51,2038,1987.73,9065,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Hinjewadi,Hinjewadi,4 BHK,41.26,1920,2148.96,8194,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Kothrud,Kothrud,4 BHK,41.44,1936,2140.5,8790,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Kharadi,Kharadi,3 BHK,42.79,1370,3123.36,10178,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Pimpri,Pimpri,3 BHK,43.13,1343,3211.47,9720,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,45.38,1434,3164.57,9580,Apartment,Owner,Unfurnished,Under Construction
Pune,3 BHK Apartment in Koregaon Park,Koregaon Park,3 BHK,45.6,1432,3184.36,10479,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Aundh,Aundh,4 BHK,46.13,2665,1730.96,10201,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Magarpatta,Magarpatta,4 BHK,46.17,2781,1660.19,10094,Apartment,Owner,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Wakad,Wakad,4 BHK,46.83,2718,1722.96,10075,Apartment,Dealer,Unfurnished,Under Construction
Pune,3 BHK Apartment in Wakad,Wakad,3 BHK,46.92,1305,3595.4,9344,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Baner,Baner,3 BHK,48.28,1378,3503.63,10088,Apartment,Owner,Unfurnished,Under Construction
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,48.34,1275,3791.37,11515,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,48.58,1328,3658.13,10093,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,48.75,2805,1737.97,9787,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,49.01,1201,4080.77,11563,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,49.11,826,5945.52,10519,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Kharadi,Kharadi,4 BHK,49.28,2814,1751.24,10469,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,49.28,1180,4176.27,11219,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Pimpri,Pimpri,4 BHK,49.59,2706,1832.59,10925,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,49.63,1334,3720.39,9925,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,49.85,1369,3641.34,9656,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,49.99,1274,3923.86,11535,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,50.06,1374,3643.38,8742,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,50.83,841,6044,10437,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Pimpri,Pimpri,3 BHK,51.41,1219,4217.39,11338,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Shivajinagar,Shivajinagar,4 BHK,52.02,2739,1899.23,11035,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,52.88,2770,1909.03,10699,Apartment,Owner,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Pimple Saudagar,Pimple Saudagar,4 BHK,52.9,2626,2014.47,11454,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,52.96,2634,2010.63,10857,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,53.07,863,6149.48,11145,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Dhanori,Dhanori,2 BHK,53.41,826,6466.1,10782,Apartment,Owner,Unfurnished,Under Construction
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,53.76,621,8657,11867,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Hadapsar,Hadapsar,2 BHK,54.17,836,6479.67,11968,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Koregaon Park,Koregaon Park,3 BHK,54.23,1159,4679.03,11827,Apartment,Builder,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,54.31,1411,3849.04,12295,Apartment,Dealer,Unfurnished,Ready to Move
