Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Monthly_Rent
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,8351000,72865 sqft,,25053
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,9000000,13500 sqft,,27000
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,9000000,13500 sqft,,27000
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,9000000,35000 sqft,,27000
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,9000000,35000 sqft,,27000
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,9000000,72865 sqft,,27000
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,9000000,72865 sqft,,27000
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,9000000,32000 sqft,,27000
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,9000000,72865 sqft,,27000
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,9000000,72865 sqft,,27000
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,9000000,32000 sqft,,27000
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,9000000,32000 sqft,,27000
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,15600000,13500 sqft,,46800
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,15600000,35000 sqft,,46800
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,15600000,35000 sqft,,46800
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,15600000,72865 sqft,,46800
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,15600000,72865 sqft,,46800
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,15600000,32000 sqft,,46800
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,15600000,72865 sqft,,46800
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,15600000,72865 sqft,,46800
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,15600000,32000 sqft,,46800
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,15600000,32000 sqft,,46800
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,15600000,2075 sqft,,46800
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,2232000,35000 sqft,,6696
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,2232000,35000 sqft,,6696
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,2232000,72865 sqft,,6696
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,2232000,72865 sqft,,6696
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,2232000,32000 sqft,,6696
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,2232000,72865 sqft,,6696
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,2232000,72865 sqft,,6696
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,2232000,32000 sqft,,6696
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,2232000,32000 sqft,,6696
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,2232000,2075 sqft,,6696
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,2232000,2075 sqft,,6696
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,4343000,35000 sqft,,13029
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,4343000,72865 sqft,,13029
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,4343000,72865 sqft,,13029
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,4343000,32000 sqft,,13029
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,4343000,72865 sqft,,13029
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,4343000,72865 sqft,,13029
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,4343000,32000 sqft,,13029
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,4343000,32000 sqft,,13029
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,4343000,2075 sqft,,13029
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,4343000,2075 sqft,,13029
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,4343000,32000 sqft,,13029
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,4343000,2075 sqft,,13029
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,4343000,2075 sqft,,13029
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,4343000,60403 sqft,,13029
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,1695000,72865 sqft,,5085
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,1695000,72865 sqft,,5085
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,1695000,32000 sqft,,5085
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,1695000,32000 sqft,,5085
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,1695000,2075 sqft,,5085
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,1695000,2075 sqft,,5085
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,1695000,32000 sqft,,5085
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,1695000,2075 sqft,,5085
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,1695000,2075 sqft,,5085
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,1695000,60403 sqft,,5085
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,1695000,60403 sqft,,5085
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,1695000,60403 sqft,,5085
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,6533000,2075 sqft,,19599
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,6533000,2075 sqft,,19599
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,6533000,60403 sqft,,19599
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,6533000,60403 sqft,,19599
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,6533000,60000 sqft,,19599
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,6533000,60000 sqft,,19599
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,6533000,535 sqft,,19599
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,6533000,60000 sqft,,19599
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,6533000,60000 sqft,,19599
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6533000,535 sqft,,19599
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6533000,55000 sqft,,19599
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7647000,2075 sqft,,22941
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7647000,60403 sqft,,22941
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,7647000,60403 sqft,,22941
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,7647000,60000 sqft,,22941
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,7647000,60000 sqft,,22941
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,7647000,535 sqft,,22941
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7647000,60000 sqft,,22941
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7647000,60000 sqft,,22941
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7647000,535 sqft,,22941
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7647000,55000 sqft,,22941
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7647000,55000 sqft,,22941
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,1954000,60403 sqft,,5862
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,1954000,60403 sqft,,5862
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,1954000,60000 sqft,,5862
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,1954000,60000 sqft,,5862
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,1954000,535 sqft,,5862
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,1954000,60000 sqft,,5862
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,1954000,60000 sqft,,5862
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,1954000,535 sqft,,5862
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,1954000,55000 sqft,,5862
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,1954000,55000 sqft,,5862
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,1954000,50000 sqft,,5862
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6900000,535 sqft,,20700
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6900000,55000 sqft,,20700
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,6900000,55000 sqft,,20700
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,6900000,50000 sqft,,20700
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,6900000,55000 sqft,,20700
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,6900000,55000 sqft,,20700
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,6900000,50000 sqft,,20700
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,6900000,50000 sqft,,20700
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,6900000,21000 sqft,,20700
5 BHK Apartment in Kondapur,Hyderabad,Kondapur,5 BHK,6900000,50000 sqft,,20700
5 BHK Apartment in Manikonda,Hyderabad,Manikonda,5 BHK,6900000,50000 sqft,,20700
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,5 BHK,6900000,21000 sqft,,20700
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,5 BHK,6900000,21000 sqft,,20700
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,6900000,21000 sqft,,20700
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,6900000,35000 sqft,,20700
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,9500000,00000 sqft,,28500
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,9500000,00000 sqft,,28500
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,9500000,18000 sqft,,28500
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,9500000,22000 sqft,,28500
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,9500000,18000 sqft,,28500
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,9500000,22000 sqft,,28500
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,9500000,13500 sqft,,28500
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7717000,00000 sqft,,23151
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7717000,00000 sqft,,23151
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7717000,18000 sqft,,23151
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7717000,22000 sqft,,23151
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7717000,18000 sqft,,23151
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7717000,22000 sqft,,23151
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7717000,13500 sqft,,23151
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7717000,13500 sqft,,23151
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,6116000,18000 sqft,,18348
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,6116000,22000 sqft,,18348
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,6116000,18000 sqft,,18348
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6116000,22000 sqft,,18348
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6116000,13500 sqft,,18348
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,6116000,13500 sqft,,18348
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,6116000,22000 sqft,,18348
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,6116000,13500 sqft,,18348
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,6116000,13500 sqft,,18348
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,6116000,35000 sqft,,18348
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,6116000,35000 sqft,,18348
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,6116000,35000 sqft,,18348
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7684000,22000 sqft,,23052
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7684000,18000 sqft,,23052
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7684000,22000 sqft,,23052
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7684000,13500 sqft,,23052
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7684000,13500 sqft,,23052
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,7684000,22000 sqft,,23052
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,7684000,13500 sqft,,23052
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,7684000,13500 sqft,,23052
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,7684000,35000 sqft,,23052
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,7684000,35000 sqft,,23052
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7684000,35000 sqft,,23052
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7684000,35000 sqft,,23052
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7684000,72865 sqft,,23052
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7379000,18000 sqft,,22137
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7379000,22000 sqft,,22137
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7379000,13500 sqft,,22137
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7379000,13500 sqft,,22137
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,7379000,22000 sqft,,22137
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,7379000,13500 sqft,,22137
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,7379000,13500 sqft,,22137
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,7379000,35000 sqft,,22137
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,7379000,35000 sqft,,22137
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7379000,35000 sqft,,22137
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7379000,35000 sqft,,22137
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7379000,72865 sqft,,22137
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7379000,72865 sqft,,22137
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7379000,72865 sqft,,22137
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7262000,13500 sqft,,21786
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7262000,13500 sqft,,21786
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,7262000,35000 sqft,,21786
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7262000,35000 sqft,,21786
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,7262000,13500 sqft,,21786
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,7262000,35000 sqft,,21786
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7262000,35000 sqft,,21786
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7262000,72865 sqft,,21786
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7262000,72865 sqft,,21786
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7262000,72865 sqft,,21786
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7262000,32000 sqft,,21786
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,7262000,72865 sqft,,21786
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,7262000,32000 sqft,,21786
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,7262000,32000 sqft,,21786
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,3750000,35000 sqft,,11250
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,3750000,35000 sqft,,11250
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,3750000,72865 sqft,,11250
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,3750000,72865 sqft,,11250
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,3750000,32000 sqft,,11250
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,3750000,72865 sqft,,11250
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,3750000,72865 sqft,,11250
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,3750000,32000 sqft,,11250
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,3750000,32000 sqft,,11250
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,3750000,2075 sqft,,11250
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,3750000,32000 sqft,,11250
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,3750000,2075 sqft,,11250
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,3750000,2075 sqft,,11250
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,4992000,72865 sqft,,14976
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,4992000,32000 sqft,,14976
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,4992000,32000 sqft,,14976
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,4992000,2075 sqft,,14976
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,4992000,32000 sqft,,14976
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,4992000,32000 sqft,,14976
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,4992000,2075 sqft,,14976
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,4992000,2075 sqft,,14976
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,4992000,2075 sqft,,14976
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,4992000,535 sqft,,14976
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,4992000,535 sqft,,14976
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,4992000,535 sqft,,14976
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,4992000,60000 sqft,,14976
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,18000000,32000 sqft,,54000
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,18000000,32000 sqft,,54000
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,18000000,2075 sqft,,54000
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,18000000,2075 sqft,,54000
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,18000000,32000 sqft,,54000
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,18000000,2075 sqft,,54000
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,18000000,2075 sqft,,54000
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,18000000,535 sqft,,54000
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,18000000,535 sqft,,54000
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,18000000,535 sqft,,54000
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,18000000,60000 sqft,,54000
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,18000000,60000 sqft,,54000
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,12500000,2075 sqft,,37500
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,12500000,535 sqft,,37500
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,12500000,535 sqft,,37500
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,12500000,60000 sqft,,37500
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,12500000,60000 sqft,,37500
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,12500000,535 sqft,,37500
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,12500000,60000 sqft,,37500
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,12500000,60000 sqft,,37500
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,12500000,535 sqft,,37500
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,12500000,535 sqft,,37500
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,12500000,55000 sqft,,37500
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,12500000,55000 sqft,,37500
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,8174000,535 sqft,,24522
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,8174000,60000 sqft,,24522
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,8174000,60000 sqft,,24522
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,8174000,535 sqft,,24522
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,8174000,60000 sqft,,24522
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,8174000,60000 sqft,,24522
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,8174000,535 sqft,,24522
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,8174000,55000 sqft,,24522
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,8174000,55000 sqft,,24522
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,8174000,50000 sqft,,24522
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,8174000,50000 sqft,,24522
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7169000,60000 sqft,,21507
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7169000,60000 sqft,,21507
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7169000,535 sqft,,21507
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7169000,55000 sqft,,21507
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7169000,55000 sqft,,21507
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7169000,50000 sqft,,21507
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7169000,50000 sqft,,21507
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,7169000,55000 sqft,,21507
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,7169000,50000 sqft,,21507
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,7169000,50000 sqft,,21507
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,7169000,21000 sqft,,21507
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,6099000,60000 sqft,,18297
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,6099000,535 sqft,,18297
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,6099000,55000 sqft,,18297
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,6099000,55000 sqft,,18297
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6099000,50000 sqft,,18297
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6099000,50000 sqft,,18297
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,6099000,55000 sqft,,18297
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,6099000,50000 sqft,,18297
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,6099000,50000 sqft,,18297
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,6099000,21000 sqft,,18297
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,6099000,21000 sqft,,18297
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,6099000,21000 sqft,,18297
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7248000,55000 sqft,,21744
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7248000,55000 sqft,,21744
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7248000,50000 sqft,,21744
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7248000,50000 sqft,,21744
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,7248000,55000 sqft,,21744
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,7248000,50000 sqft,,21744
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,7248000,50000 sqft,,21744
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,7248000,21000 sqft,,21744
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7248000,21000 sqft,,21744
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,7248000,21000 sqft,,21744
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,7248000,21000 sqft,,21744
