Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Estimated_Monthly_Rent
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,5 BHK,6820000,1208,5645.7,20460
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,5 BHK,6820000,1859,3668.64,20460
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,5500000,968,5681.82,16500
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,5500000,1321,4163.51,16500
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,5500000,1211,4541.7,16500
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,5500000,1636,3361.86,16500
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,5500000,1379,3988.4,16500
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,5500000,1211,4541.7,16500
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,5500000,1497,3674.01,16500
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,5500000,1370,4014.6,16500
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,5500000,1166,4716.98,16500
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,5500000,863,6373.12,16500
5 BHK Apartment in Kondapur,Hyderabad,Kondapur,5 BHK,5500000,1487,3698.72,16500
5 BHK Apartment in Manikonda,Hyderabad,Manikonda,5 BHK,5500000,1369,4017.53,16500
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,5 BHK,5500000,1058,5198.49,16500
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,5 BHK,5500000,1438,3824.76,16500
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,5500000,1241,4431.91,16500
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,5500000,1549,3550.68,16500
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,9501000,1330,7143.61,28503
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,9501000,1304,7286.04,28503
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,9501000,1366,6955.34,28503
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,9501000,1263,7522.57,28503
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,9501000,1174,8092.84,28503
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,9501000,1378,6894.78,28503
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,9501000,1244,7637.46,28503
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,9501000,1044,9100.57,28503
5 BHK Apartment in Kondapur,Hyderabad,Kondapur,5 BHK,9501000,1354,7016.99,28503
5 BHK Apartment in Manikonda,Hyderabad,Manikonda,5 BHK,9501000,1284,7399.53,28503
5 BHK Apartment in Miyapur,Hyderabad,Miyapur,5 BHK,9501000,1037,9162.01,28503
5 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,5 BHK,9501000,1669,5692.63,28503
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,9501000,1542,6161.48,28503
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,9501000,1271,7475.22,28503
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,5 BHK,9501000,1273,7463.47,28503
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,5 BHK,9501000,1672,5682.42,28503
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,5424000,968,5603.31,16272
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,5424000,1321,4105.98,16272
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,5424000,1211,4478.94,16272
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,5424000,1636,3315.4,16272
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,5424000,1379,3933.28,16272
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,5424000,1211,4478.94,16272
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,5424000,1497,3623.25,16272
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,5424000,1370,3959.12,16272
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,5424000,1166,4651.8,16272
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,5424000,863,6285.05,16272
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,5424000,1023,5302.05,16272
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,5424000,1398,3879.83,16272
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,5424000,1241,4370.67,16272
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,5424000,1549,3501.61,16272
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,7041000,1356,5192.48,21123
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7041000,1346,5231.05,21123
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7041000,1189,5921.78,21123
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,7041000,1882,3741.23,21123
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7041000,1255,5610.36,21123
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7041000,1213,5804.62,21123
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7041000,1813,3883.62,21123
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7041000,1422,4951.48,21123
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7041000,1192,5906.88,21123
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7041000,779,9038.51,21123
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,5 BHK,7041000,1358,5184.83,21123
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,5 BHK,7041000,1540,4572.08,21123
5 BHK Apartment in Madhapur,Hyderabad,Madhapur,5 BHK,7041000,1296,5432.87,21123
5 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,5 BHK,7041000,1306,5391.27,21123
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,5551000,1152,4818.58,16653
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,5551000,1537,3611.58,16653
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,5551000,1460,3802.05,16653
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,5551000,1213,4576.26,16653
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,5551000,789,7035.49,16653
5 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,5 BHK,5551000,1376,4034.16,16653
5 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,5 BHK,5551000,1541,3602.21,16653
5 BHK Apartment in Madhapur,Hyderabad,Madhapur,5 BHK,5551000,1283,4326.58,16653
5 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,5 BHK,5551000,1312,4230.95,16653
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,5551000,1201,4621.98,16653
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,5551000,1197,4637.43,16653
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,5551000,1326,4186.27,16653
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,9719000,1255,7744.22,29157
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,9719000,1311,7413.42,29157
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,9719000,1200,8099.17,29157
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,9719000,1174,8278.53,29157
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,9719000,1378,7052.98,29157
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,9719000,1330,7307.52,29157
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,9719000,1304,7453.22,29157
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,9719000,1366,7114.93,29157
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,9719000,1263,7695.17,29157
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,9719000,984,9877.03,29157
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,9719000,1244,7812.7,29157
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,9719000,1044,9309.39,29157
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,9719000,1542,6302.85,29157
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,5500000,968,5681.82,16500
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,5500000,1321,4163.51,16500
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,5500000,1211,4541.7,16500
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,5500000,1636,3361.86,16500
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,5500000,1379,3988.4,16500
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,5500000,1211,4541.7,16500
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,5500000,1497,3674.01,16500
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,5500000,1370,4014.6,16500
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,5500000,1023,5376.34,16500
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,5500000,1166,4716.98,16500
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,5500000,863,6373.12,16500
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,5500000,1241,4431.91,16500
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,5500000,1549,3550.68,16500
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,5275000,1211,4355.9,15825
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,5275000,1497,3523.71,15825
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,5275000,1370,3850.36,15825
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,5275000,1023,5156.4,15825
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,5275000,1636,3224.33,15825
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,5275000,1166,4524.01,15825
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,5275000,863,6112.4,15825
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,5275000,1241,4250.6,15825
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,5275000,1549,3405.42,15825
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,5275000,1261,4183.19,15825
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,5275000,968,5449.38,15825
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,6720000,1380,4869.57,20160
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,6720000,1257,5346.06,20160
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,6720000,1208,5562.91,20160
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,6720000,1777,3781.65,20160
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,6720000,1428,4705.88,20160
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,6720000,1194,5628.14,20160
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6720000,785,8560.51,20160
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6720000,1170,5743.59,20160
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,8200000,1346,6092.12,24600
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,8200000,1199,6839.03,24600
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,8200000,758,10817.94,24600
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,8200000,1174,6984.67,24600
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,8200000,1203,6816.29,24600
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,8200000,1407,5828.0,24600
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,8200000,1262,6497.62,24600
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,8200000,1250,6560.0,24600
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,6491000,1204,5391.2,19473
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6491000,762,8518.37,19473
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6491000,1182,5491.54,19473
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,6491000,1197,5422.72,19473
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,6491000,1324,4902.57,19473
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,6491000,1253,5180.37,19473
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,6491000,1181,5496.19,19473
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,6491000,1597,4064.5,19473
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6676000,785,8504.46,20028
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6676000,1170,5705.98,20028
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,6676000,1198,5572.62,20028
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,6676000,1380,4837.68,20028
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,6676000,1257,5311.06,20028
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,6676000,1208,5526.49,20028
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,6676000,1777,3756.89,20028
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,6676000,1351,4941.52,20028
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,6676000,1189,5614.8,20028
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,6676000,1835,3638.15,20028
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,6676000,1396,4782.23,20028
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,8840000,1157,7640.45,26520
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,8840000,1194,7403.69,26520
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,8840000,1344,6577.38,26520
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,8840000,1269,6966.12,26520
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,8840000,1243,7111.83,26520
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,8840000,1696,5212.26,26520
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,8840000,1363,6485.69,26520
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,8840000,1193,7409.89,26520
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,8840000,1880,4702.13,26520
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,8840000,1352,6538.46,26520
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,8840000,1350,6548.15,26520
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,8840000,1207,7323.94,26520
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,8353000,1407,5936.74,25059
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,8353000,1262,6618.86,25059
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,8353000,1250,6682.4,25059
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,8353000,1709,4887.65,25059
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,8353000,1340,6233.58,25059
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,8353000,1188,7031.14,25059
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,8353000,1879,4445.45,25059
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,8353000,1357,6155.49,25059
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,8353000,1346,6205.79,25059
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,8353000,1199,6966.64,25059
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,8353000,758,11019.79,25059
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,8353000,1174,7114.99,25059
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,8840000,850,10400.0,26520
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,8840000,1157,7640.45,26520
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,8840000,1194,7403.69,26520
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7653000,1249,6127.3,22959
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7653000,1720,4449.42,22959
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7653000,1368,5594.3,22959
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7653000,1196,6398.83,22959
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7653000,758,10096.31,22959
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7653000,1174,6518.74,22959
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7653000,1203,6361.6,22959
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,7653000,1403,5454.74,22959
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,5720000,1537,3721.54,17160
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,5720000,1460,3917.81,17160
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,5720000,1213,4715.58,17160
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,5720000,789,7249.68,17160
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,5720000,1201,4762.7,17160
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,5720000,1197,4778.61,17160
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,5720000,1326,4313.73,17160
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,5720000,1316,4346.5,17160
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,5720000,1212,4719.47,17160
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,5720000,1271,4500.39,17160
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,5720000,1363,4196.63,17160
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,8774000,1350,6499.26,26322
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,8774000,1207,7269.26,26322
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,8774000,850,10322.35,26322
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,8774000,1157,7583.41,26322
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,8774000,1194,7348.41,26322
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,8774000,1344,6528.27,26322
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,8774000,1337,6562.45,26322
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,8774000,1220,7191.8,26322
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,8774000,1392,6303.16,26322
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,8774000,1363,6437.27,26322
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,8774000,1269,6914.11,26322
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,8774000,1243,7058.73,26322
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7622000,758,10055.41,22866
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7622000,1174,6492.33,22866
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7622000,1203,6335.83,22866
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,7622000,1403,5432.64,22866
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,7622000,1317,5787.4,22866
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,7622000,1217,6262.94,22866
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,7622000,1406,5421.05,22866
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7622000,1337,5700.82,22866
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7622000,1259,6054.01,22866
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7622000,1249,6102.48,22866
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7622000,1720,4431.4,22866
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7622000,1190,6405.04,22866
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,7622000,1879,4056.41,22866
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,7622000,1358,5612.67,22866
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,9689000,1330,7284.96,29067
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,9689000,1304,7430.21,29067
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,9689000,1366,7092.97,29067
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,9689000,1263,7671.42,29067
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,9689000,1174,8252.98,29067
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,9689000,1378,7031.2,29067
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,9689000,1244,7788.59,29067
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,9689000,1044,9280.65,29067
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,9689000,1542,6283.4,29067
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,9689000,984,9846.54,29067
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,9689000,1614,6003.1,29067
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,9689000,1303,7435.92,29067
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,9689000,1271,7623.13,29067
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,9689000,1255,7720.32,29067
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7160000,1198,5976.63,21480
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,7160000,1363,5253.12,21480
3 BHK Apartment in Manikonda,Hyderabad,Manikonda,3 BHK,7160000,1255,5705.18,21480
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7160000,1213,5902.72,21480
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7160000,1813,3949.26,21480
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7160000,1346,5319.47,21480
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7160000,1189,6021.87,21480
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,7160000,1882,3804.46,21480
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,7160000,1393,5139.99,21480
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7160000,1422,5035.16,21480
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7160000,1192,6006.71,21480
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,7160000,1366,5241.58,21480
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,7160000,1292,5541.8,21480
4 BHK Apartment in Manikonda,Hyderabad,Manikonda,4 BHK,7441000,1346,5528.23,22323
4 BHK Apartment in Miyapur,Hyderabad,Miyapur,4 BHK,7441000,1189,6258.2,22323
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,7441000,1882,3953.77,22323
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,7441000,1393,5341.71,22323
3 BHK Apartment in Miyapur,Hyderabad,Miyapur,3 BHK,7441000,1213,6134.38,22323
3 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,3 BHK,7441000,1813,4104.25,22323
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,7441000,1422,5232.77,22323
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,7441000,1192,6242.45,22323
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,7441000,1366,5447.29,22323
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,7441000,1292,5759.29,22323
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,7441000,779,9551.99,22323
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,7441000,1166,6381.65,22323
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,7441000,1198,6211.19,22323
4 BHK Apartment in Banjara Hills,Hyderabad,Banjara Hills,4 BHK,6243000,1713,3644.48,18729
4 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,4 BHK,6243000,1408,4433.95,18729
4 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,4 BHK,6243000,1366,4570.28,18729
4 BHK Apartment in Madhapur,Hyderabad,Madhapur,4 BHK,6243000,1240,5034.68,18729
3 BHK Apartment in Jubilee Hills,Hyderabad,Jubilee Hills,3 BHK,6243000,1450,4305.52,18729
3 BHK Apartment in Gachibowli,Hyderabad,Gachibowli,3 BHK,6243000,1204,5185.22,18729
3 BHK Apartment in Madhapur,Hyderabad,Madhapur,3 BHK,6243000,762,8192.91,18729
3 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,3 BHK,6243000,1182,5281.73,18729
3 BHK Apartment in Hitech City,Hyderabad,Hitech City,3 BHK,6243000,1197,5215.54,18729
3 BHK Apartment in Kondapur,Hyderabad,Kondapur,3 BHK,6243000,1324,4715.26,18729
4 BHK Apartment in Kukatpally,Hyderabad,Kukatpally,4 BHK,6243000,1304,4787.58,18729
4 BHK Apartment in Hitech City,Hyderabad,Hitech City,4 BHK,6243000,1212,5150.99,18729
4 BHK Apartment in Kondapur,Hyderabad,Kondapur,4 BHK,6243000,1267,4927.39,18729
